"bp-Homecard href","Badge","bp-Homecard__Photo","ListingRemarks","bp-Homecard__Price--value","bp-Homecard__Stats--beds","bp-Homecard__Stats--baths","bp-Homecard__LockedStat--value"
"https://www.redfin.com/GA/Atlanta/1875-Sylvan-Ridge-Dr-SW-30310/home/24759119","","1875 Sylvan Ridge Dr SW, Atlanta, GA 30310","","$326,900","3 beds","2 baths","1,286"
"https://www.redfin.com/GA/Atlanta/1226-Graymont-Dr-SW-30310/home/24759714","","1226 Graymont Dr SW, Atlanta, GA 30310","","$431,000","3 beds","3 baths","1,947"
"https://www.redfin.com/GA/Atlanta/251-Wellington-St-SW-30314/home/24760114","","251 Wellington St SW, Atlanta, GA 30314","","$329,000","3 beds","2 baths","1,600"
"https://www.redfin.com/GA/Atlanta/1935-Sandtown-Rd-SW-30311/home/24760862","","1935 Sandtown Rd SW, Atlanta, GA 30311","","$380,000","3 beds","2 baths","1,697"
"https://www.redfin.com/GA/Atlanta/2041-North-Ave-NW-30318/home/24761592","","2041 North Ave NW, Atlanta, GA 30318","","$265,000","2 beds","1 bath","968"
"https://www.redfin.com/GA/Atlanta/2329-Colorado-Trl-SW-30331/home/24765647","","2329 Colorado Trl SW, Atlanta, GA 30331","","$205,000","3 beds","1.5 baths","1,185"
"https://www.redfin.com/GA/Atlanta/8060-River-Cir-30350/home/24772887","","8060 River Cir, Atlanta, GA 30350","","$735,000","4 beds","3.5 baths","3,482"
"https://www.redfin.com/GA/Atlanta/1732-Pryor-Rd-SW-30315/unit-807/home/24779472","","1732 Pryor Rd SW #807, Atlanta, GA 30315","","$252,000","3 beds","3.5 baths","1,656"
"https://www.redfin.com/GA/Atlanta/293-Jordan-St-SE-30315/home/24783120","","293 Jordan St SE, Atlanta, GA 30315","","$305,000","3 beds","2.5 baths","1,637"
"https://www.redfin.com/GA/Atlanta/3649-Venetian-Pl-SW-30331/home/24783830","","3649 Venetian Pl SW, Atlanta, GA 30331","","$381,720","4 beds","2.5 baths","2,325"
"https://www.redfin.com/GA/Atlanta/3895-Parham-Way-30349/home/24786143","","3895 Parham Way, Atlanta, GA 30349","","$495,000","4 beds","3.5 baths","5,130"
"https://www.redfin.com/GA/Atlanta/5576-Bluegrass-Dr-30349/home/24787654","","5576 Bluegrass Dr, Atlanta, GA 30349","","$310,000","5 beds","3 baths","2,180"
"https://www.redfin.com/GA/Atlanta/2488-Dellwood-Dr-NW-30305/home/24791053","","2488 Dellwood Dr NW, Atlanta, GA 30305","","$1,542,500","4 beds","3.5 baths","3,083"
"https://www.redfin.com/GA/Atlanta/58-Kenyon-St-SE-30316/home/24792691","","58 Kenyon St SE, Atlanta, GA 30316","","$639,000","3 beds","2.5 baths","2,030"
"https://www.redfin.com/GA/Atlanta/5492-Glenridge-Dr-30342/unit-512/home/24793431","","5492 Glenridge Dr #512, Atlanta, GA 30342","","$479,000","4 beds","3.5 baths","2,036"
"https://www.redfin.com/GA/Atlanta/2201-Burroughs-Ave-SE-30315/home/24796163","","2201 Burrough Ave SE, Atlanta, GA 30315","","$150,000","3 beds","1 bath","1,038"
"https://www.redfin.com/GA/Atlanta/387-Oakland-Ave-SE-30312/home/24796352","","387 Oakland Ave SE, Atlanta, GA 30312","","$447,000","2 beds","2.5 baths","1,120"
"https://www.redfin.com/GA/Atlanta/1121-Park-Overlook-Dr-NE-30324/home/24797015","","1121 Park Overlook Dr NE, Atlanta, GA 30324","","$890,000","5 beds","4.5 baths","4,092"
"https://www.redfin.com/GA/Atlanta/655-Mead-St-SE-30312/unit-82/home/24797344","","655 Mead St SE #82, Atlanta, GA 30312","","$405,000","3 beds","2.5 baths","1,800"
"https://www.redfin.com/GA/Atlanta/877-Euclid-Ave-NE-30307/home/24798129","","877 Euclid Ave NE, Atlanta, GA 30307","","$514,000","2 beds","1 bath","1,159"
"https://www.redfin.com/GA/Atlanta/1092-Edgefield-Dr-SW-30310/home/24798611","","1092 Edgefield Dr SW, Atlanta, GA 30310","","$385,000","3 beds","3 baths","1,419"
"https://www.redfin.com/GA/Atlanta/2108-Fairburn-Rd-SW-30331/home/24800008","","2108 Fairburn Rd SW, Atlanta, GA 30331","","$120,000","2 beds","1 bath","1,132"
"https://www.redfin.com/GA/Atlanta/2120-Fairburn-Rd-SW-30331/home/24800040","","2120 Fairburn Rd SW, Atlanta, GA 30331","","$210,000","4 beds","2.5 baths","1,342"
"https://www.redfin.com/GA/Atlanta/2708-Oldknow-Dr-NW-30318/home/24800566","","2708 Oldknow Dr NW, Atlanta, GA 30318","","$350,000","3 beds","2.5 baths","1,396"
"https://www.redfin.com/GA/Atlanta/30-Kelso-At-Peyton-Dr-SW-30311/home/24800588","","30 Kelso At Peyton Dr SW, Atlanta, GA 30311","","$280,000","3 beds","2.5 baths","1,680"
"https://www.redfin.com/GA/Atlanta/3094-Lone-Oak-Ave-SW-30354/home/24801819","","3094 Lone Oak Ave SW, Atlanta, GA 30354","","$189,000","3 beds","2 baths","916"
"https://www.redfin.com/GA/Atlanta/1116-Merrill-Ave-SW-30310/home/24801901","","1116 Merrill Ave SW, Atlanta, GA 30310","","$297,000","4 beds","3 baths","1,682"
"https://www.redfin.com/GA/Atlanta/5059-Powers-Ferry-Rd-30327/home/24802446","","5059 Powers Ferry Rd NW, Sandy Springs, GA 30327","","$2,800,000","5 beds","6.5 baths","6,226"
"https://www.redfin.com/GA/Atlanta/1685-Stanton-Rd-SW-30311/home/24803309","","1685 Stanton Rd SW, Atlanta, GA 30311","","$298,000","3 beds","2.5 baths","1,484"
"https://www.redfin.com/GA/Atlanta/50-Conifer-Park-Ln-NE-30342/home/24803699","","50 Conifer Park Ln NE, Atlanta, GA 30342","","$1,030,000","4 beds","3.5 baths","3,760"
"https://www.redfin.com/GA/Atlanta/450-Wilson-Mill-Rd-SW-30331/home/24804162","","450 Wilson Mill Rd SW, Atlanta, GA 30331","","$250,000","4 beds","3 baths","1,233"
"https://www.redfin.com/GA/Atlanta/40-Overby-Ln-NW-30327/home/24806078","","40 Overby Ln NW, Atlanta, GA 30327","","$2,029,240","4 beds","4.5 baths","4,103"
"https://www.redfin.com/GA/Atlanta/1151-North-Ave-NE-30307/home/24807213","SOLD BY REDFIN","1151 North Ave NE, Atlanta, GA 30307","Charming craftsman bungalow in a fabulous location. 2BR 2BA + Office. Short distance to Ponce City Market, the Beltline, Freedom Park, and downtown Poncey Highland. Bike to work on the Beltline. Just a few blocks to your next date night downtown to dozens of restaurants and a drive in theater. Take your dog for a run right across the street at Atlanta's largest linear park, boasting 200 square acres and eight miles of gently curving paths. This beautiful home is filled with detail and character. Beautiful original hardwood floors and windows, pocket doors, refinished clawfoot tub, large Southern front porch with porch swings, and serene backyard with newly built back deck. This early 20th c","$714,068","2 beds","2 baths","1,318"
"https://www.redfin.com/GA/Atlanta/7130-Cherry-Bluff-Dr-30350/home/24807443","OFF MARKET","7130 Cherry Bluff Dr, Sandy Springs, GA 30350","5 bed 3 bath, featuring mother in law suite on terrace level. Fully fitted kitchen with granite counters, SS appl. New stove top. Large family room w/ built in custom-bookshelves  &  entrance to sunroom. Brand new Hardwood floors and LVP on main  &  upper. F/P in family room and master suite. Huge spectacular private fenced back yard! The finished terrace level has interior/exterior access. New A/C units, completely repainted the whole house, new kitchen tiles, new oven and lots of new fixtures and fittings. This will move fast!! Come check out this great home in quiet River Bluff subdivision, which is conveniently located near Dunwoody and 35 mins from the airport. (Neighborhood ha","$605,000","5 beds","3.5 baths","3,433"
"https://www.redfin.com/GA/Atlanta/6560-Wright-Rd-30328/home/24808024","SOLD BY REDFIN","6560 Wright Rd, Atlanta, GA 30328","Exceptional Home in Prime Sandy Springs Location!  Discover the epitome of suburban living in this charming home nestled within the desirable Whispering Pines neighborhood of Sandy Springs. Ideally situated just moments away from Sandy Springs City center and the newly developed Abernathy Park, residents enjoy unparalleled access to nature trails, shopping, and dining, seasonal farmers market, and summer concert series. Plus, benefit from being part of the excellent Riverwood school district, ensuring top-tier education opportunities. Step inside to find a meticulously renovated interior, featuring beautiful hardwood floors throughout the main. Updated windows, roof, systems, and repainted","$680,000","4 beds","2.5 baths","2,529"
"https://www.redfin.com/GA/Atlanta/5810-Garber-Dr-30328/home/24808101","SOLD BY REDFIN","5810 Garber Dr, Sandy Springs, GA 30328","Welcome home to this Sandy Springs charmer! Recently renovated from top to bottom in all of today's popular finishes. The spacious open concept has gleaming re-finished hardwood flooring throughout the main level, perfect for easy entertaining and room for your largest gatherings. Brand new hardwood flooring has been added to the lower level to continue the seamless flow. The chef's dream kitchen is complete with a professional 48"" 6-burner Thermador range, double oven, and a SubZero refrigerator. Brand new quartz countertops, backsplash, and Kraftmaid cabinets with LED lights make this space both functional and gorgeous! Bring the outdoors in with the amazing screened porch right off","$555,000","4 beds","2.5 baths","1,864"
"https://www.redfin.com/GA/Atlanta/1123-Braemar-Ave-SW-30311/home/24812924","SOLD BY REDFIN","1123 Braemar Ave SW, Atlanta, GA 30311","Better than new, stylish home in a wonderful location. Close to MARTA, schools and shopping, easy access to Downtown Atlanta, Atlanta Airport. Everything updated in 2020: roof, electrical, plumbing, windows, HVAC. Modern and open floor plan, hardwood floors, and beautiful accent walls. Principal bedroom on main with spa like principal bathroom. Beautiful kitchen with plenty of storage and an extensive island. Family room with fireplace, spacious bedrooms upstairs and flex room in lower level. Wonderful front garden and backyard. Do not miss the opportunity to tour this beautiful home today!","$491,500","5 beds","4 baths","3,781"
"https://www.redfin.com/GA/Atlanta/510-Echota-Dr-NW-30318/home/24815960","","510 Echota Dr NW, Atlanta, GA 30318","","$650,000","3 beds","2 baths","1,730"
"https://www.redfin.com/GA/Atlanta/1479-Groveland-Ave-NW-30309/home/24816115","","1479 Groveland Ave NW, Atlanta, GA 30309","","$515,000","2 beds","1 bath","1,616"
"https://www.redfin.com/GA/Atlanta/3895-Ailey-Ave-30349/home/24818770","","3895 Ailey Ave, Atlanta, GA 30349","","$352,000","4 beds","3.5 baths","2,436"
"https://www.redfin.com/GA/Atlanta/2310-Tiger-Flowers-Dr-NW-30314/home/24821995","","2310 Tiger Flowers Dr NW, Atlanta, GA 30314","","$375,000","5 beds","3 baths","1,752"
"https://www.redfin.com/GA/Atlanta/4189-Blanton-Ave-SW-30331/home/24823361","","4189 Blanton Ave SW, Atlanta, GA 30331","","$176,500","3 beds","2 baths","1,154"
"https://www.redfin.com/GA/Atlanta/7385-Morris-Rd-30349/home/24825053","","7385 Morris Rd, College Park, GA 30349","","$334,000","3 beds","2 baths","2,064"
"https://www.redfin.com/GA/Atlanta/785-McKenzie-Ct-SW-30311/home/24826122","","785 Mckenzie Ct SW, Atlanta, GA 30311","","$337,500","4 beds","2 baths","2,163"
"https://www.redfin.com/GA/Atlanta/220-Burbank-Dr-NW-30314/home/24828286","","220 Burbank Dr NW, Atlanta, GA 30314","","$115,000","2 beds","1 bath","1,636"
"https://www.redfin.com/GA/Atlanta/7500-Roswell-Rd-30350/unit-74/home/24829994","","7500 Roswell Rd #74, Sandy Springs, GA 30350","","$299,000","2 beds","2.5 baths","1,478"
"https://www.redfin.com/GA/Atlanta/857-Turpin-Ave-SE-30312/home/24831554","","857 Turpin Ave SE, Atlanta, GA 30312","","$378,000","3 beds","2 baths","1,150"
"https://www.redfin.com/GA/Atlanta/782-Myrtle-St-NE-30308/home/24832728","","782 Myrtle St NE, Atlanta, GA 30308","","$1,250,000","3 beds","2.5 baths","3,501"
"https://www.redfin.com/GA/Atlanta/3540-Leisure-Ln-30349/home/24834031","","3540 Leisure Ln, Atlanta, GA 30349","","$251,000","3 beds","2 baths","1,249"
"https://www.redfin.com/GA/Atlanta/1421-Wessyngton-Rd-NE-30306/home/24834708","","1421 Wessyngton Rd NE, Atlanta, GA 30306","","$1,650,000","5 beds","5.5 baths","4,965"
"https://www.redfin.com/GA/Atlanta/54-Chappell-Rd-NW-30314/home/24837556","","54 Chappell Rd NW, Atlanta, GA 30314","","$425,000","4 beds","2.5 baths","2,672"
"https://www.redfin.com/GA/Atlanta/660-Brownlee-Rd-SW-30311/home/24839837","","660 Brownlee Rd SW, Atlanta, GA 30311","","$339,000","3 beds","2 baths","1,704"
"https://www.redfin.com/GA/Atlanta/1141-McDaniel-St-SW-30310/home/24840583","","1141 Mcdaniel St SW, Atlanta, GA 30310","","$380,000","4 beds","3 baths","1,900"
"https://www.redfin.com/GA/Atlanta/1816-Evans-Dr-SW-30310/home/24841622","","1816 Evans Dr SW, Atlanta, GA 30310","","$339,900","4 beds","2 baths","1,454"
"https://www.redfin.com/GA/Atlanta/2149-Forrest-Park-Rd-SE-30315/home/24841772","","2149 Forrest Park Rd SE, Atlanta, GA 30315","","$278,000","3 beds","2 baths","2,029"
"https://www.redfin.com/GA/Atlanta/8-Valley-Forge-Pl-NW-30318/home/24845523","","8 Valley Forge Pl NW, Atlanta, GA 30318","","$300,000","3 beds","2.5 baths","1,560"
"https://www.redfin.com/GA/Atlanta/951-Glenwood-Ave-SE-30316/unit-303/home/24845646","","951 Glenwood Ave SE #303, Atlanta, GA 30316","","$431,500","2 beds","1.5 baths","1,212"
"https://www.redfin.com/GA/Atlanta/1165-McDaniel-St-SW-30310/home/24846089","","1165 Mcdaniel St SW, Atlanta, GA 30310","","$347,500","4 beds","2 baths","1,602"
"https://www.redfin.com/GA/Atlanta/1299-Graymont-Dr-SW-30310/home/24847270","","1299 Graymont Dr SW, Atlanta, GA 30310","","$335,000","3 beds","2 baths","1,200"
"https://www.redfin.com/GA/Atlanta/264-Ormond-St-SW-30315/home/24848630","","264 Ormond St SW, Atlanta, GA 30315","","$320,550","3 beds","2 baths","1,560"
"https://www.redfin.com/GA/Atlanta/736-Eloise-St-SE-30312/home/24849270","","736 Eloise St SE, Atlanta, GA 30312","","$439,900","3 beds","2 baths","1,184"
"https://www.redfin.com/GA/Atlanta/124-South-Ave-SE-30315/home/24849496","","124 South Ave SE, Atlanta, GA 30315","","$515,000","4 beds","3 baths","1,998"
"https://www.redfin.com/GA/Atlanta/1102-Boulevard-Dr-NE-30317/home/24850068","","1102 Boulevard Dr NE, Atlanta, GA 30317","","$449,000","3 beds","3 baths","1,544"
"https://www.redfin.com/GA/Atlanta/1765-Cascade-Ter-SW-30311/home/24850496","","1765 Cascade Ter SW, Atlanta, GA 30311","","$405,000","5 beds","4 baths","3,400"
"https://www.redfin.com/GA/Atlanta/134-Ridgeland-Way-NE-30305/home/24852614","","134 Ridgeland Way NE, Atlanta, GA 30305","","$580,000","3 beds","2 baths","1,447"
"https://www.redfin.com/GA/Atlanta/3527-Bolfair-Dr-NW-30331/home/24853524","","3527 Bolfair Dr NW, Atlanta, GA 30331","","$149,500","3 beds","2 baths","1,000"
"https://www.redfin.com/GA/Atlanta/1232-Brickton-Dr-NW-30318/home/24856022","","1232 Brickton Dr NW, Atlanta, GA 30318","","$573,000","4 beds","3.5 baths","2,462"
"https://www.redfin.com/GA/Atlanta/975-Grant-Ter-SE-30315/home/24856713","","975 Grant Ter SE, Atlanta, GA 30315","","$547,500","4 beds","3 baths","2,414"
"https://www.redfin.com/GA/Atlanta/761-Kennolia-Dr-SW-30310/home/24857397","","761 Kennolia Dr SW, Atlanta, GA 30310","","$319,000","5 beds","3 baths","1,954"
"https://www.redfin.com/GA/Atlanta/179-Little-St-SE-30315/home/24857458","","179 Little St SE, Atlanta, GA 30315","","$530,000","3 beds","2.5 baths","1,472"
"https://www.redfin.com/GA/Atlanta/331-Carpenter-Dr-30328/unit-2/home/24857506","","331 Carpenter Dr NE #2, Atlanta, GA 30328","","$353,000","2 beds","2.5 baths","1,400"
"https://www.redfin.com/GA/Atlanta/56-Holly-Rd-NW-30314/home/24857831","","56 Holly Rd NW, Atlanta, GA 30314","","$330,000","4 beds","2 baths","2,010"
"https://www.redfin.com/GA/Atlanta/172-Dahlia-Ave-NW-30314/home/24858343","","172 Dahlia Ave NW, Atlanta, GA 30314","","$195,000","3 beds","2 baths","891"
"https://www.redfin.com/GA/Atlanta/3541-Roswell-Rd-NE-30305/unit-18/home/24859716","SOLD BY REDFIN","3541 Roswell Rd NE #18, Atlanta, GA 30305","Sophisticated, bright and beautiful townhome at the most amazing location. Right in the heart of Buckhead, within a short distance to your favorite shops, restaurants and Chastain park. This home offers beautiful hardwood floors throughout, high ceilings, large windows with plantation shutters. Interior design by one of Atlanta's elite design companies: B. A. K. Interiors. Nest smart thermostat. A private elevator with access to all floors, including the extensive Rooftop terrace, which provides extra outdoor space and beautiful city views. Bonus home office room on the second floor. The third floor offers an open-concept space integrating the family room with a new, upscale customized kitc","$510,000","2 beds","2.5 baths","1,910"
"https://www.redfin.com/GA/Atlanta/348-Angier-Ave-NE-30312/home/24859718","SOLD BY REDFIN","348 Angier Ave NE, Atlanta, GA 30312","Elegant and pristine bungalow in sought after Old Fourth Ward. This wonderful gem is located just minutes from Midtown, Central Park, the Beltline, fantastic restaurants, shopping and entertainment. Beautiful oak floors and light fixtures. Entrance foyer with new custom built ""welcome bar"". Family room with decorative fireplace with TV compartment. The upgraded kitchen has plenty of storage, high-end appliances, including a speed oven and a 46-in range. Oversized master suite with walk-in closet. Master bathroom with extensive shower and double vanity. Fabulous sunroom with high ceilings, perfect for entertaining or some relaxing time. Back deck and garden with raised beds are onl","$640,000","4 beds","2 baths","2,012"
"https://www.redfin.com/GA/Atlanta/364-W-Wieuca-Rd-NE-30342/home/24859822","SOLD BY REDFIN SEP 19, 2024","364 W Wieuca Rd NE, Atlanta, GA 30342","*  *  * Back On Market Due To No Fault Of The Seller! Previous Financing Fell Through *  *  *   Don't miss the opportunity to make this unique property your own! Charming touches throughout would make this the ultimate renovation project to add your touch to. Step inside to a spacious and open-concept living and dining room features a brick fireplace and lots of natural light. Vaulted ceiling brings added height to the room that easily flows into the kitchen with lots of cabinet and counterspace! Primary bedroom has an en-suite half bath and walk-in closet. Secondary bedroom has outdoor access and a full bath close by. Don't miss all the potential of the full basement! Want to add more bedr","$415,000","2 beds","1.5 baths","1,040"
"https://www.redfin.com/GA/Atlanta/1654-Alvarado-Ter-SW-30310/home/24859898","SOLD BY REDFIN","1654 Alvarado Ter SW, Atlanta, GA 30310","Welcome to this stunning 3 bedroom, 2 bathroom home that has undergone a complete renovation, resulting in a modern oasis that's ready to impress. The large, covered front porch is the perfect place to relax on warm summer nights. The spacious and open layout invites you in, showcasing a stylish interior with abundant natural light. The chef's kitchen boasts sleek countertops, stainless steel appliances, and ample storage. Retreat to the primary suite that includes a walk-in closet and private bathroom. Two additional well-appointed bedrooms provide versatility and comfort. The fully updated bathrooms exude elegance and functionality. Outside, a private backyard offers a serene escape for r","$369,000","3 beds","2 baths","1,484"
"https://www.redfin.com/GA/Atlanta/2361-Swallow-Cir-SE-30315/home/24859909","SOLD BY REDFIN","2361 Swallow Cir SE, Atlanta, GA 30315","Beautifully updated move-in ready home nestled on a corner lot! Ideal for investors and first time home buyers looking for an affordable house to live, rent or Airbnb. Close to the Southside Beltline this home has been recently updated and boasts new exterior paint, open concept kitchen, and updated light fixtures. This home newer everything; windows, roof, gutters, HVAC, appliances, flooring, and so much more. The private backyard is perfect for relaxing and entertaining. Conveniently located just minutes from the interstate, downtown Atlanta, Airport, shopping, dining. This home is priced to sell!","$195,000","3 beds","2 baths","1,025"
"https://www.redfin.com/GA/Atlanta/1748-Lisbon-Dr-SW-30310/home/24860228","","1748 Lisbon Dr, Atlanta, GA 30310","","$143,000","3 beds","2 baths","1,012"
"https://www.redfin.com/GA/Atlanta/1420-Westmont-Rd-SW-30311/home/24860673","","1420 Westmont Rd SW, Atlanta, GA 30311","","$349,000","3 beds","2.5 baths","1,364"
"https://www.redfin.com/GA/Atlanta/1993-Pine-Oak-Dr-SW-30310/home/24861358","","1993 Pine Oak Dr SW, Atlanta, GA 30310","","$255,000","3 beds","2 baths","1,075"
"https://www.redfin.com/GA/Atlanta/919-Coleman-St-SW-30310/home/24861631","","919 Coleman St SW, Atlanta, GA 30310","","$300,000","3 beds","2.5 baths","1,656"
"https://www.redfin.com/GA/Atlanta/1123-Shoreham-Dr-30349/home/25119882","","1123 Shoreham Dr, Atlanta, GA 30349","","$194,000","3 beds","2 baths","1,542"
"https://www.redfin.com/GA/Atlanta/3995-Tyne-Ct-30349/home/25121911","","3995 Tyne Ct, Atlanta, GA 30349","","$335,000","3 beds","2.5 baths","1,938"
"https://www.redfin.com/GA/Atlanta/5791-Savannah-River-Rd-30349/home/25164207","","5791 Savannah River Rd, Atlanta, GA 30349","","$375,000","4 beds","2.5 baths","2,498"
"https://www.redfin.com/GA/Atlanta/5867-Sepulveda-Ln-30349/home/25164237","","5867 Sepulveda Ln, Atlanta, GA 30349","","$245,000","3 beds","2.5 baths","1,594"
"https://www.redfin.com/GA/Atlanta/5865-Sepulveda-Ln-30349/home/25164238","","5865 Sepulveda Ln, Atlanta, GA 30349","","$315,000","3 beds","2.5 baths","2,084"
"https://www.redfin.com/GA/Atlanta/1645-Flat-Shoals-Rd-30349/home/25189576","","1645 Flat Shoals Rd, Atlanta, GA 30349","","$299,900","4 beds","2.5 baths","1,828"
"https://www.redfin.com/GA/Atlanta/1658-Woodwalk-Strm-SE-30339/unit-11/home/25359023","","1658 Woodwalk Strm #11, Atlanta, GA 30339","","$511,000","3 beds","3.5 baths","3,544"
"https://www.redfin.com/GA/Atlanta/3062-Woodwalk-Dr-SE-30339/unit-12/home/25369622","","3062 Woodwalk Dr SE #12, Atlanta, GA 30339","","$525,000","3 beds","3.5 baths","3,510"
"https://www.redfin.com/GA/Atlanta/2591-Bridlewood-Ln-SE-30339/unit-18/home/25461650","","2591 Bridlewood Ln SE #18, Atlanta, GA 30339","","$450,000","4 beds","3 baths","2,219"
"https://www.redfin.com/GA/Atlanta/3035-Wallace-Cir-SE-30339/home/25479789","","3035 Wallace Cir SE, Atlanta, GA 30339","","$662,000","4 beds","3.5 baths","2,800"
"https://www.redfin.com/GA/Atlanta/2990-Rivergreen-Ln-SE-30339/unit-21/home/25505429","","2990 Rivergreen Ln #21, Atlanta, GA 30339","","$520,000","4 beds","3.5 baths","3,464"
"https://www.redfin.com/GA/Atlanta/7478-Absinth-Dr-30349/home/28489085","","7478 Absinth Dr, Atlanta, GA 30349","","$349,000","4 beds","2.5 baths","2,378"
"https://www.redfin.com/GA/Atlanta/216-Semel-Dr-NW-30309/unit-378/home/28491012","","216 Semel Dr #378, Atlanta, GA 30309","","$315,000","2 beds","2.5 baths","1,284"
"https://www.redfin.com/GA/Atlanta/1199-Huff-Rd-NW-30318/unit-107/home/28491046","","1199 Huff Rd NW #107, Atlanta, GA 30318","","$650,000","3 beds","3.5 baths","1,965"
"https://www.redfin.com/GA/Atlanta/1221-Lavista-Rd-NE-30324/unit-7/home/39551982","","1221 Lavista #7, Atlanta, GA 30324","","$510,000","3 beds","3.5 baths","2,046"
"https://www.redfin.com/GA/Atlanta/7790-Glisten-Ave-30328/unit-288/home/40224189","","7790 Glisten Ave NE #288, Atlanta, GA 30328","","$438,300","3 beds","2.5 baths","2,120"
"https://www.redfin.com/GA/Atlanta/1657-Woodbridge-Ln-NE-30329/home/49733979","","1657 Woodbridge Ln NE, Atlanta, GA 30329","","$550,000","3 beds","3.5 baths","2,388"
"https://www.redfin.com/GA/Atlanta/1898-Chamdun-Pl-30341/home/49874796","","1898 Chamdun Pl, Brookhaven, GA 30341","","$830,000","4 beds","3.5 baths","3,610"
"https://www.redfin.com/GA/Atlanta/1204-Hardee-St-NE-30307/home/56419655","","1204 Hardee St NE, Atlanta, GA 30307","","$495,000","3 beds","2.5 baths","1,961"
"https://www.redfin.com/GA/Atlanta/4985-Rebel-Trl-30327/home/58156416","","4985 Rebel Trl, Atlanta, GA 30327","","$3,850,000","4 beds","5 baths","7,428"
"https://www.redfin.com/GA/Atlanta/535-Ansley-Cir-NE-30324/home/62138331","","535 Ansley Cir NE, Atlanta, GA 30324","","$657,500","3 beds","3.5 baths","2,212"
"https://www.redfin.com/GA/Atlanta/7515-Highland-Blf-30328/home/62138367","","7515 Highland Blf, Atlanta, GA 30328","","$386,000","3 beds","3.5 baths","1,811"
"https://www.redfin.com/GA/Atlanta/1193-Lavista-Cir-NE-30324/home/62138737","","1193 Lavista Cir NE, Atlanta, GA 30324","","$435,000","3 beds","3.5 baths","2,046"
"https://www.redfin.com/GA/Atlanta/1741-Emory-Ridge-Dr-NE-30329/home/66265519","","1741 Emory Ridge Dr NE, Atlanta, GA 30329","","$825,000","4 beds","3.5 baths","3,696"
"https://www.redfin.com/GA/Atlanta/1653-Woodbridge-Ln-NE-30329/home/104292433","","1653 Woodbridge Ln NE, Atlanta, GA 30329","","$518,000","4 beds","3.5 baths","2,388"
"https://www.redfin.com/GA/Atlanta/187-Cleveland-St-SE-30316/unit-A/home/108556963","","187 Cleveland St SE Unit A, Atlanta, GA 30316","","$670,000","3 beds","2.5 baths","2,208"
"https://www.redfin.com/GA/Atlanta/192-Central-Park-Cir-NE-30312/home/109473379","","192 Central Park Cir NE, Atlanta, GA 30312","","$635,000","3 beds","3.5 baths","1,986"
"https://www.redfin.com/GA/Atlanta/7460-Highland-Blf-30328/home/110127517","","7460 Highland Blf, Atlanta, GA 30328","","$510,000","3 beds","3.5 baths","1,840"
"https://www.redfin.com/GA/Brookhaven/1380-Doublegate-Dr-NE-30319/home/112024452","","1380 Doublegate Dr NE, Brookhaven, GA 30319","","$519,000","3 beds","3.5 baths","2,536"
"https://www.redfin.com/GA/Atlanta/2902-Silver-Hill-Ter-SE-30316/home/144632185","","2902 Silver Hill Ter SE, Atlanta, GA 30316","","$615,000","5 beds","4 baths","2,743"
"https://www.redfin.com/GA/Atlanta/1602-Rock-Dam-Dr-SE-30317/home/144748501","","1602 Rock Dam Dr, Atlanta, GA 30317","","$332,000","2 beds","2.5 baths","1,518"
"https://www.redfin.com/GA/Atlanta/1600-Rock-Dam-Dr-SE-30317/home/144748502","","1600 Rock Dam Dr, Atlanta, GA 30317","","$324,500","2 beds","2.5 baths","1,518"
"https://www.redfin.com/GA/Atlanta/40-Clifton-St-SE-30317/home/144753356","SOLD BY REDFIN","40 Clifton St SE, Atlanta, GA 30317","Live in the heart of Kirkwood! Gorgeous curb appeal and a private rocking chair front porch welcome you into this conceptually open floor plan on main. Hardwoods combine with details of crown molding, coffered ceilings, and wainscoting. The open concept dining and living room are perfect for entertaining! Upstairs is devoted to sleep and relaxation and features an oversized master with separate tub and shower, walk-in closet, and sitting area. Enjoy your private fenced a backyard with an abundance of green space and a fire pit sitting space! You'll be two blocks from the new Gilliam Park dog park, the Kirkwood Urban Forest, and the Coan Park tennis courts and playground. The sellers have pu","$555,000","3 beds","3 baths","2,108"
"https://www.redfin.com/GA/Atlanta/4054-Princeton-Lakes-Way-SW-30331/home/144757423","SOLD BY REDFIN AUG 9, 2024","4054 Princeton Lakes Way SW, Atlanta, GA 30331","Welcome home to this fantastic 3 bedroom 2.5 bath Townhome in the sought after Princeton Lakes community. Home features a Main level with rich walnut tone hardwood floors throughout, a spacious open concept family room with arched doorway, coffered ceiling, cozy fireplace with built-ins and view to the elegant, bayed dining area, and the well-appointed kitchen with warm walnut cabinets, granite countertops, stainless steel appliances, large island with bar and pantry with access outside to the poured patio space that’s perfect for entertaining and overlooking the large, private, fenced backyard. Back inside, the upper level boasts a huge primary suite with sitting area and boxed colum","$342,000","3 beds","2.5 baths","2,118"
